timestamp,open,high,low,volume,close
1617024600000,0.0165,0.0131,0.0165,966028,0.015
1617024900000,0.0152,0.0152,0.01535,200000,0.01535
1617025200000,0.0153,0.01525,0.0153,123853,0.01525
1617025500000,0.01525,0.0152,0.0153,181235,0.0152
1617025800000,0.01525,0.0152,0.0153,189000,0.01525
1617026100000,0.0153,0.0152,0.016,353986,0.01555
1617026400000,0.01555,0.01555,0.016,386250,0.0158
1617026700000,0.0158,0.0158,0.0159,146635,0.0158
1617027000000,0.0159,0.0157,0.0159,579300,0.0157
1617027300000,0.0157,0.0157,0.01595,460034,0.01595
1617027600000,0.01595,0.01585,0.016,504587,0.0159
1617027900000,0.0159,0.0159,0.016,557943,0.0159
1617028200000,0.015975,0.0159,0.016,344300,0.016
1617028500000,0.01595,0.0159,0.016,116250,0.016
1617028800000,0.0159,0.0159,0.016,206772,0.01595
1617029100000,0.0159,0.0159,0.016,291453,0.01595
1617029400000,0.016,0.0159,0.016,140000,0.01595
1617029700000,0.0159,0.0159,0.016,111754,0.016
1617030000000,0.01595,0.01595,0.016,677852,0.016
1617030300000,0.0164,0.016,0.0164,220000,0.016
1617030600000,0.0159,0.0159,0.0165,536452,0.0165
1617030900000,0.0162,0.0162,0.0164,57497,0.0164
1617031200000,0.0162,0.0162,0.0162,4633,0.0162
1617031500000,0.0162,0.0159,0.0165,201190,0.0161
1617031800000,0.016,0.016,0.0161,236500,0.0161
1617032100000,0.016,0.016,0.016,13869,0.016
1617032400000,0.01595,0.0159,0.016,106535,0.016
1617032700000,0.016,0.0159,0.016,83000,0.016
1617033000000,0.0159,0.0159,0.016,78000,0.016
1617033300000,0.016,0.016,0.0161,22400,0.01605
1617033600000,0.0161,0.01605,0.0161,35000,0.01605
1617033900000,0.0161,0.0159,0.0161,162550,0.0159
1617034200000,0.0159,0.0158,0.0161,324014,0.0161
1617034500000,0.0161,0.0157,0.0161,288571,0.0157
1617034800000,0.01555,0.0152,0.01555,350612,0.0152
1617035100000,0.01515,0.01515,0.0155,34819,0.0153
1617035400000,0.0153,0.0151,0.0153,11000,0.0151
1617035700000,0.0153,0.0153,0.0155,263000,0.0155
1617036000000,0.0155,0.0155,0.0155,10400,0.0155
1617036300000,0.0155,0.0155,0.0157,146441,0.01565
1617036600000,0.0156,0.0155,0.0156,168279,0.0155
1617036900000,0.0155,0.0155,0.0155,3000,0.0155
1617037200000,0.0153,0.0153,0.0153,15635,0.0153
1617037500000,0.0154,0.0154,0.0155,121428,0.0155
1617037800000,0.0154,0.0154,0.0155,377700,0.0155
1617038100000,0.0153,0.0153,0.0153,112500,0.0153
1617038400000,0.0151,0.0151,0.0151,5000,0.0151
1617039000000,0.0154,0.0154,0.0155,107425,0.0155
1617039300000,0.0155,0.0155,0.0155,32500,0.0155
1617039600000,0.0156,0.0151,0.0156,1263962,0.0155
1617039900000,0.0157,0.015,0.0157,993300,0.0154
1617040200000,0.0157,0.0157,0.0157,19400,0.0157
1617040500000,0.0157,0.0157,0.0157,50000,0.0157
1617041400000,0.0157,0.0157,0.0157,13000,0.0157
1617041700000,0.0151,0.0151,0.0152,124673,0.0152
1617042000000,0.0157,0.0157,0.0164,420000,0.016
1617042300000,0.0164,0.0163,0.0164,47000,0.0163
1617042600000,0.0163,0.016,0.0163,214500,0.016
1617042900000,0.0163,0.0163,0.0163,6000,0.0163
1617043200000,0.016,0.016,0.0161,25500,0.0161
1617043800000,0.016,0.0154,0.016,59000,0.0154
1617044100000,0.0154,0.0154,0.0154,10759,0.0154
1617044700000,0.01585,0.01585,0.01585,5000,0.01585
1617045300000,0.015985,0.015985,0.015985,5000,0.015985
1617045600000,0.0161,0.0159,0.0161,85414,0.0159
1617045900000,0.0159,0.0159,0.0159,9000,0.0159
1617046500000,0.0157,0.0157,0.0157,10000,0.0157
1617046800000,0.0158,0.0158,0.0158,19000,0.0158
1617047100000,0.0159,0.0157,0.0159,19000,0.0157
1617047400000,0.0158,0.0156,0.0158,71400,0.0156
1617047700000,0.01555,0.0154,0.01555,230225,0.0154
1617048000000,0.0153,0.0153,0.0153,95000,0.0153
1617111000000,0.0165,0.0155,0.0165,800700,0.0163
1617111300000,0.01625,0.0162,0.0163,233476,0.0162
1617111600000,0.0163,0.01625,0.0163,147609,0.01625
1617111900000,0.01625,0.0158,0.0163,763932,0.016
1617112200000,0.0163,0.0161,0.0163,275958,0.0161
1617112500000,0.0161,0.0161,0.01615,12100,0.01615
1617112800000,0.0161,0.016,0.0161,97115,0.016
1617113100000,0.016,0.016,0.016,66800,0.016
1617113400000,0.016,0.0159,0.016,721872,0.016
1617113700000,0.016,0.016,0.016,500,0.016
1617114000000,0.0159,0.01585,0.01595,130997,0.01595
1617114300000,0.0159,0.01585,0.016,121000,0.0159
1617114600000,0.016,0.01595,0.016,123750,0.016
1617114900000,0.0159,0.0159,0.016,397573,0.0159
1617115200000,0.015975,0.0158,0.016,762436,0.0158
1617115500000,0.0158,0.0156,0.0158,219300,0.0156
1617115800000,0.0155,0.015,0.0155,429680,0.015
1617116100000,0.015,0.015,0.0151,522954,0.015
1617116400000,0.0156,0.0156,0.0164,112321,0.0164
1617116700000,0.0157,0.0157,0.0158,1140,0.0158
1617117000000,0.0164,0.0161,0.0164,62550,0.0164
1617117300000,0.0158,0.0152,0.0164,80048,0.0152
1617117600000,0.0158,0.01538,0.0158,5500,0.01538
1617117900000,0.0158,0.0152,0.0164,245770,0.0164
1617118200000,0.016,0.016,0.016,10000,0.016
1617118500000,0.016,0.016,0.0164,122990,0.0164
1617118800000,0.016,0.0152,0.0164,170212,0.0164
1617119100000,0.0164,0.016,0.0164,296896,0.016
