timestamp,open,high,low,volume,close
1617019200000,0.0013,0.0011,0.0013,482466,0.0011
1617020100000,0.0013,0.0013,0.0013,60000,0.0013
1617020400000,0.0013,0.0013,0.0013,5100,0.0013
1617021900000,0.0013,0.0013,0.0013,515369,0.0013
1617022200000,0.0013,0.0013,0.0013,8461,0.0013
1617022800000,0.0013,0.0013,0.0013,600100,0.0013
1617023100000,0.0013,0.0013,0.0013,500,0.0013
1617023700000,0.0013,0.0013,0.0013,100,0.0013
1617024000000,0.0013,0.0013,0.0013,150000,0.0013
1617024300000,0.0013,0.0013,0.0013,15400,0.0013
1617024600000,0.0013,0.0012,0.0014,584310430,0.0014
1617024900000,0.0014,0.0013,0.0014,182629475,0.0014
1617025200000,0.0014,0.0013,0.0014,138470763,0.00135
1617025500000,0.0014,0.0013,0.0014,126619159,0.0014
1617025800000,0.0014,0.0012,0.0014,408771865,0.0013
1617026100000,0.0013,0.0012,0.0013,99858290,0.0013
1617026400000,0.0013,0.0012,0.0013,51032970,0.0013
1617026700000,0.0013,0.0012,0.0013,116925208,0.0013
1617027000000,0.0013,0.0012,0.0013,52152162,0.00125
1617027300000,0.00125,0.0012,0.0013,39435250,0.00125
1617027600000,0.0013,0.0012,0.0013,50650914,0.0013
1617027900000,0.0012,0.0012,0.0013,28352294,0.0013
1617028200000,0.00125,0.0012,0.0013,56616449,0.0013
1617028500000,0.0013,0.0012,0.0013,58380861,0.0013
1617028800000,0.0013,0.0012,0.0013,70541739,0.0013
1617029100000,0.0013,0.0012,0.0013,43854033,0.0013
1617029400000,0.00125,0.0012,0.0013,67749036,0.00125
1617029700000,0.0013,0.0012,0.0013,32417141,0.0013
1617030000000,0.0012,0.0012,0.0013,19295913,0.0013
1617030300000,0.00125,0.0012,0.0013,17481501,0.00125
1617030600000,0.0013,0.0012,0.0013,21178250,0.0013
1617030900000,0.0013,0.0012,0.0013,22115425,0.00125
1617031200000,0.00125,0.0012,0.0013,22328621,0.0013
1617031500000,0.00125,0.0012,0.0013,48597900,0.0013
1617031800000,0.0013,0.0012,0.0013,11404241,0.00125
1617032100000,0.0013,0.0012,0.0013,158601171,0.0013
1617032400000,0.00125,0.0012,0.0013,627453419,0.0013
1617032700000,0.00125,0.0011,0.0013,249939944,0.0012
1617033000000,0.0012,0.0011,0.0012,109561059,0.00115
1617033300000,0.0012,0.0011,0.0012,40257384,0.0012
1617033600000,0.0012,0.0011,0.0012,27108014,0.0012
1617033900000,0.0012,0.0011,0.0012,31417676,0.0012
1617034200000,0.0012,0.0011,0.0012,19167180,0.0012
1617034500000,0.0011,0.0011,0.0012,46152827,0.0012
1617034800000,0.0012,0.0011,0.0012,31385573,0.0012
1617035100000,0.0012,0.0011,0.0012,27214038,0.0012
1617035400000,0.0012,0.0011,0.0013,52889429,0.0012
1617035700000,0.0012,0.0011,0.0013,22981255,0.0012
1617036000000,0.00115,0.0011,0.0012,15398477,0.0011
1617036300000,0.0012,0.0011,0.0013,39377848,0.0012
1617036600000,0.0013,0.0011,0.0013,34203184,0.0012
1617036900000,0.0012,0.0011,0.0013,27261517,0.0012
1617037200000,0.00115,0.0011,0.0012,27484055,0.0012
1617037500000,0.0012,0.0011,0.0013,18817545,0.0012
1617037800000,0.00125,0.0011,0.0013,38269843,0.0012
1617038100000,0.0012,0.0012,0.0013,84677483,0.0012
1617038400000,0.0012,0.0011,0.0012,16564967,0.00115
1617038700000,0.0012,0.0011,0.0012,20073643,0.0012
1617039000000,0.0012,0.0011,0.0013,88099199,0.0012
1617039300000,0.0012,0.0011,0.0013,24186715,0.00115
1617039600000,0.0012,0.0011,0.0012,34202981,0.0012
1617039900000,0.0012,0.0011,0.0012,18386945,0.00115
1617040200000,0.0012,0.0011,0.0012,9225602,0.0012
1617040500000,0.0012,0.0011,0.0012,11206222,0.0012
1617040800000,0.0012,0.0011,0.0012,9261772,0.0012
1617041100000,0.0012,0.0011,0.0012,24632273,0.00115
1617041400000,0.00115,0.0011,0.0012,11668035,0.0012
1617041700000,0.0012,0.0011,0.0012,9500054,0.0012
1617042000000,0.0011,0.0011,0.0012,16884619,0.0012
1617042300000,0.0012,0.0011,0.0012,34601799,0.0012
1617042600000,0.0012,0.0011,0.0012,12356444,0.0012
1617042900000,0.0012,0.0011,0.0012,24179453,0.0012
1617043200000,0.0012,0.0011,0.0012,16308930,0.0012
1617043500000,0.0012,0.0011,0.0012,29519794,0.0012
1617043800000,0.0012,0.0011,0.0012,12167167,0.0012
1617044100000,0.0012,0.0011,0.0012,13997938,0.0012
1617044400000,0.0012,0.0011,0.0012,82883885,0.0012
1617044700000,0.0011,0.0011,0.0012,25201406,0.0012
1617045000000,0.0012,0.0011,0.0012,33961396,0.0012
1617045300000,0.0012,0.0011,0.0012,24722967,0.0012
1617045600000,0.0011,0.0011,0.0012,17388650,0.0012
1617045900000,0.0012,0.0011,0.0012,18364090,0.0012
1617046200000,0.0012,0.0011,0.0012,22506086,0.0012
1617046500000,0.0012,0.0011,0.0012,55534252,0.0012
1617046800000,0.0012,0.0011,0.0012,136553864,0.0011
1617047100000,0.0012,0.0011,0.0012,135625973,0.0012
1617047400000,0.0012,0.0011,0.0012,78967040,0.0012
1617047700000,0.0012,0.0011,0.0012,63797696,0.0012
1617105600000,0.0013,0.0011,0.0013,761061,0.0012
1617111000000,0.0013,0.0012,0.0013,249110361,0.0012
1617111300000,0.0012,0.0011,0.0013,151685439,0.00115
1617111600000,0.0012,0.0011,0.0012,48362259,0.0012
1617111900000,0.0011,0.0011,0.0012,51934829,0.0012
1617112200000,0.00115,0.0011,0.0012,66489337,0.0012
1617112500000,0.0012,0.0011,0.0012,62549175,0.0012
1617112800000,0.0011,0.0011,0.0012,20542172,0.0012
1617113100000,0.00115,0.0011,0.0012,44938280,0.00115
1617113400000,0.0012,0.0011,0.0012,22087089,0.00115
1617113700000,0.0012,0.0011,0.0012,25735429,0.0011
1617114000000,0.0012,0.0011,0.0012,100990922,0.0012
1617114300000,0.00115,0.0011,0.0012,18649714,0.00115
1617114600000,0.00115,0.0011,0.0012,32014141,0.0012
1617114900000,0.0012,0.0011,0.0012,39728453,0.0012
1617115200000,0.0012,0.0011,0.0012,26685572,0.00115
1617115500000,0.00115,0.0011,0.0012,12049833,0.0011
1617115800000,0.0012,0.0011,0.0012,26033365,0.0012
1617116100000,0.0012,0.0011,0.0012,19198158,0.0012
1617116400000,0.0012,0.0011,0.0012,36363901,0.0011
1617116700000,0.0012,0.0011,0.0012,17598635,0.0011
1617117000000,0.0012,0.0011,0.0012,61782445,0.00115
1617117300000,0.0011,0.0011,0.0012,21475464,0.0012
1617117600000,0.00115,0.0011,0.0012,26794810,0.00115
1617117900000,0.00115,0.0011,0.0012,30968726,0.00115
1617118200000,0.0012,0.0011,0.0012,20432726,0.00115
1617118500000,0.00115,0.0011,0.0012,23609631,0.0012
1617118800000,0.00115,0.0011,0.0012,17168914,0.00115
1617119100000,0.00115,0.0011,0.0012,16299251,0.0012
1617119400000,0.00115,0.0011,0.0012,120677990,0.0012
1617119700000,0.0011,0.0011,0.0012,314969172,0.0012
1617120000000,0.0011,0.0011,0.0012,33279302,0.0012
1617120300000,0.0011,0.0011,0.0012,53513038,0.0012
1617120600000,0.00115,0.0011,0.0012,32925565,0.0012
1617120900000,0.0011,0.0011,0.0012,18527127,0.0012
1617121200000,0.0012,0.0011,0.0012,33586274,0.0012
1617121500000,0.0012,0.0011,0.0012,73616337,0.0011
1617121800000,0.0012,0.0011,0.0012,13692744,0.00115
1617122100000,0.0011,0.0011,0.0012,25840498,0.0012
1617122400000,0.0012,0.0011,0.0012,21436406,0.0012
1617122700000,0.0011,0.0011,0.0012,30912341,0.0012
1617123000000,0.0012,0.0011,0.0012,37320346,0.0012
1617123300000,0.0012,0.0011,0.0012,50680024,0.0012
1617123600000,0.00115,0.0011,0.0012,67207744,0.0012
1617123900000,0.00115,0.0011,0.0012,35089020,0.0011
1617124200000,0.0011,0.0011,0.0012,46446738,0.0012
1617124500000,0.0012,0.0011,0.0012,157996971,0.00115
1617124800000,0.00115,0.0011,0.0012,9898947,0.00115
1617125100000,0.00115,0.0011,0.0012,47096112,0.0012
1617125400000,0.0012,0.0011,0.0012,34042642,0.00115
1617125700000,0.0012,0.0011,0.0012,185439621,0.00115
1617126000000,0.00115,0.0011,0.0012,237085751,0.00115
1617126300000,0.0012,0.0011,0.0012,302180515,0.0011
1617126600000,0.0011,0.001,0.0012,320754785,0.0011
1617126900000,0.0011,0.001,0.0011,71355632,0.0011
1617127200000,0.0011,0.001,0.0011,62445276,0.0011
1617127500000,0.0011,0.001,0.0011,65491427,0.0011
1617127800000,0.0011,0.001,0.0011,67355499,0.0011
1617128100000,0.0011,0.001,0.0011,51084597,0.0011
1617128400000,0.0011,0.001,0.0011,47927351,0.0011
1617128700000,0.001,0.001,0.0011,44063489,0.0011
1617129000000,0.00105,0.001,0.0011,23767313,0.0011
1617129300000,0.0011,0.001,0.0011,23103968,0.0011
1617129600000,0.0011,0.001,0.0011,32934660,0.0011
1617129900000,0.0011,0.001,0.0011,57740119,0.0011
1617130200000,0.0011,0.001,0.0011,62526993,0.0011
1617130500000,0.0011,0.001,0.0012,103928421,0.0011
1617130800000,0.0011,0.001,0.0012,76746421,0.0011
1617131100000,0.0011,0.001,0.0011,30096930,0.0011
1617131400000,0.0011,0.001,0.0011,31628626,0.0011
1617131700000,0.0011,0.00105,0.0012,35957013,0.0011
1617132000000,0.0011,0.0011,0.0012,11139272,0.0012
1617132300000,0.0012,0.0011,0.0012,6316598,0.0011
1617132600000,0.0011,0.0011,0.0012,15745050,0.00115
1617132900000,0.00115,0.0011,0.0012,10677187,0.0011
1617133200000,0.0012,0.0011,0.0012,18958067,0.00115
1617133500000,0.0012,0.0011,0.0012,11152297,0.0011
1617133800000,0.00115,0.0011,0.0012,23184740,0.00115
1617134100000,0.00115,0.0011,0.0012,16755855,0.0012
1617134400000,0.0012,0.0012,0.0012,8908068,0.0012
1617192000000,0.0012,0.0011,0.0012,1818145,0.0012
1617192300000,0.0012,0.0012,0.0012,1694868,0.0012
1617194100000,0.0012,0.0012,0.0012,500000,0.0012
1617196500000,0.0012,0.0012,0.0012,80000,0.0012
1617197100000,0.0012,0.0012,0.0012,700000,0.0012
1617197400000,0.0012,0.0011,0.0012,169955161,0.0011
1617197700000,0.0012,0.0011,0.0012,68175480,0.00115
1617198000000,0.00115,0.0011,0.0012,38908956,0.00115
1617198300000,0.0011,0.0011,0.0012,62104714,0.0012
1617198600000,0.00115,0.0011,0.0012,68670861,0.00115
1617198900000,0.00115,0.0011,0.0012,37896254,0.0012
1617199200000,0.0012,0.0011,0.0012,28620544,0.0011
1617199500000,0.0011,0.0011,0.0012,54209488,0.0012
1617199800000,0.0012,0.0011,0.0012,22860187,0.0012
1617200100000,0.00115,0.0011,0.0012,465063016,0.0011
1617200400000,0.0011,0.0011,0.0012,133667985,0.0012
1617200700000,0.00115,0.0011,0.0012,58470676,0.00115
1617201000000,0.0011,0.00105,0.0012,140784708,0.00105
1617201300000,0.0011,0.001,0.0012,166643252,0.00115
1617201600000,0.0012,0.001,0.0012,56055937,0.00115
1617201900000,0.0012,0.0011,0.0012,37563953,0.0011
1617202200000,0.0011,0.00105,0.0012,63701709,0.0011
1617202500000,0.0011,0.001,0.0012,45127581,0.0011
1617202800000,0.0011,0.001,0.0012,47801433,0.0011
1617203100000,0.0012,0.0011,0.0012,44833541,0.0012
1617203400000,0.0012,0.00105,0.0012,49244548,0.0012
1617203700000,0.0011,0.00105,0.0012,39952735,0.0011
1617204000000,0.0012,0.0011,0.0012,55702333,0.0012
1617204300000,0.0012,0.0011,0.0012,60573247,0.0012
1617204600000,0.0012,0.0011,0.0012,44065359,0.0011
1617204900000,0.0011,0.001,0.0012,71067312,0.00115
1617205200000,0.0011,0.0011,0.0012,41679439,0.0011
1617205500000,0.0012,0.0011,0.0012,38291925,0.00115
1617205800000,0.0011,0.0011,0.0012,88175244,0.00115
1617206100000,0.00115,0.0011,0.0012,39205513,0.0012
1617206400000,0.0011,0.0011,0.0012,32207689,0.00115
1617206700000,0.0011,0.0011,0.0012,44332533,0.0011
1617207000000,0.0012,0.0011,0.0012,75430019,0.0011
1617207300000,0.0011,0.0011,0.0012,37028257,0.0011
1617207600000,0.0012,0.001,0.0012,72070164,0.001
1617207900000,0.001,0.001,0.0012,32664988,0.0011
1617208200000,0.0011,0.0011,0.0012,35291371,0.0011
1617208500000,0.00115,0.001,0.0012,66237626,0.0011
